"Nenad Graan","YUG","M"
"Frederick 'Fred' Grace","GBR","M"
"Rafael Davidovich Grach","URS","M"
"Tatyana Aleksandrovna Gracheva","RUS","F"
"Juan Gracia Zazueta","MEX","M"
"Jean Graczyk","FRA","M"
"Anna-Maria Gradante","GER","F"
"Samuel Louis 'Sam' Graddy III","USA","M"
"Peter Olof Gradin","SWE","M"
"Jedward Richard 'Jed' Graef","USA","M"
"Lars Schmidt Grael","BRA","M"
"Martine Soffiatti Grael","BRA","F"
"Torben Schmidt Grael","BRA","M"
"Olga Borisovna Graf","RUS","F"
"Stephanie 'Steffi' Graf ","AUT","F"
"Stefanie Maria 'Steffi' Graf","FRG","F"
"Stefanie Maria 'Steffi' Graf","GER","F"
"Walter Andreas Graf","SUI","M"
"Edward 'Ed' Graff","USA","M"
"Anne-Caroline Graffe","FRA","F"
"Augusto Graffigna","ITA","M"
"Gillis Emanuel Grafstrm","SWE","M"
"Clifford John 'Cliff' Graham","CAN","M"
"Elka Graham ","AUS","F"
"Ephraim Foster Graham","USA","M"
"Glenn Graham","USA","M"
"James Robert 'Jay' Graham","USA","M"
"Kelvin John Graham","AUS","M"
"Kimberly Elaine 'Kim' Graham ","USA","F"
"Lorraine Graham ","JAM","F"
"Norris James 'Norey' Graham","USA","M"
"Timothy Joseph Michael 'Tim' Graham","GBR","M"
"Trevor Graham","JAM","M"
"William Evans Graham","GBR","M"
"Winthrop Graham","JAM","M"
"Roland Grahammer","FRG","M"
"Dieter Grahn","GDR","M"
"Katherine Jane Grainger","GBR","F"
"Mats Grambusch","GER","M"
"Tom Grambusch","GER","M"
"Halfdan Gran-Olsen ","NOR","M"
"Catherine Michelle 'Cammi' Granato ","USA","F"
"Margherita Granbassi","ITA","F"
"Cdric Grand","SUI","M"
"Ren Grandjean","FRA","M"
"Erik Gustaf Granfelt","SWE","M"
"Hans Olof Clemens Granfelt","SWE","M"
"Nils Daniel Granfelt","SWE","M"
"David Granger","USA","M"
"Michele M. Granger","USA","F"
"Herv Granger-Veyron","FRA","M"
"Sergey Yuryevich Grankin","RUS","M"
"Mikael Antero Granlund","FIN","M"
"Nils Konrad Granstrm","SWE","M"
"Otto Emil Granstrm","FIN","M"
"Ann-Mary Gwynne Grant ","ZIM","F"
"Hans-Ullrich Grapenthin","GDR","M"
"Kthe Grasegger ","GER","F"
"Joseph Aim Grald 'Gerry' Gratton","CAN","M"
"Israel Jean Orval Gravelle","CAN","M"
"Eugne Henry Gravelotte","FRA","M"
"Dibora Monick Olga 'Deborah' Gravenstijn","NED","F"
"Carolyn Brand 'Carie' Graves","USA","F"
"Edwin Darius 'Ed' Graves Jr.","USA","M"
"Laura Graves","USA","F"
"James Todd Graves","USA","M"
"Bernard Rmy Lopold Adolphe Octave Gravier","FRA","M"
"Pasquale Gravina","ITA","M"
"Clifford Barton 'Cliff' Gray","USA","M"
"Edgar Laurence 'Dunc' Gray","AUS","M"
"Gilbert T. Gray","USA","M"
"John Joseph Gray","USA","M"
"John Lee 'Johnny' Gray Jr.","USA","M"
"Jeffrey 'Jeff' Grayer","USA","M"
"Eugene 'Gene' Grazia","USA","M"
"Grazielle Pinheiro Guimares Nascimento","BRA","F"
"Nikola Grbi","SCG","M"
"Vladimir Grbi","SCG","M"
"William F. Grebe","USA","M"
"Vladimir Alekseyevich Grebennikov","URS","M"
"Mathieu Grbille","FRA","M"
"Oleg Nikolayevich Grebnev","EUN","M"
"Andrey Vladimirovich Grechin","RUS","M"
"Dnut 'Dan' Grecu","ROU","M"
"Carl Seth Green","SWE","M"
"Chadwick Elton 'Chad' Green","USA","M"
"Charles Patrick Green","GBR","M"
"David Michael Green","AUS","M"
"Deborah 'Debbie' Green ","USA","F"
"Dennis Allan Green","AUS","M"
"Draymond Jamal Green","USA","M"
"Ellia Green","AUS","F"
"Eric Hubert Green","GBR","M"
"Franklin Crawford 'Frank' Green","USA","M"
"Nicholas David 'Nick' Green","AUS","M"
"Thomas William 'Tommy' Green","GBR","M"
"Daniel Robert 'Dan' Greenbaum","USA","M"
"Alan 'Al' Greene","USA","M"
"Alice Norah Gertrude Greene","GBR","F"
"Charles Edward 'Charlie' Greene","USA","M"
"Joseph Tilford Lee 'Joe' Greene","USA","M"
"Maurice Greene","USA","M"
"Nancy Catherine Greene ","CAN","F"
"Dorothy Vernon Greenhough-Smith ","GBR","F"
"Nimrod 'Nim' Greenwood","AUS","M"
"Frank Bartholomew Greer","USA","M"
"Henry Kirk Greer","USA","M"
"Duncan Smith Gregg","USA","M"
"Jessica Gregg","CAN","F"
"Richard George Stanhope Gregg","GBR","M"
"Steven Garrett 'Steve' Gregg","USA","M"
"William Greggan","GBR","M"
"Melania Grego","ITA","F"
"Oscar Grgoire Jr.","BEL","M"
"Andreas Gregor","GDR","M"
"Frantiek Gregor","TCH","M"
"Horst-Gnter Gregor","GER","M"
"Horst-Gnter Gregor","GDR","M"
"Teja Gregorin","SLO","F"
"Alison Gregorka","USA","F"
"Boris Gregorka","YUG","M"
"Alexander John 'Alex' Gregory","GBR","M"
"Elvis Gregory Gil","CUB","M"
"John Arthur 'Jack' Gregory","GBR","M"
"Leonard Stuart 'Leon' Gregory","AUS","M"
"Alan Gregov","CRO","M"
"Marion Ethel Greig","USA","F"
"Thomas Greiner","GDR","M"
"Simone Greiner-Petter-Memm","GER","F"
"Michael Greis","GER","M"
"Seth Adam Greisinger","USA","M"
"Johan Gunnar Gren ","SWE","M"
"Michael Ronald Grenda","AUS","M"
"Grenet","FRA","M"
"Hans Magnus Grepperud","NOR","M"
"Louis Auguste Gressier","FRA","M"
"Jerzy Greszkiewicz","POL","M"
"Johan Jacob Greter","NED","M"
"John Gretton Jr.","GBR","M"
"Jamie Greubel ","USA","F"
"Matthew 'Matt' Grevers","USA","M"
"Catherine Rose 'Katie' Greves ","GBR","F"
"Julia Emma Greville ","AUS","F"
"Alexi Singh Grewal","USA","M"
"Robyn Grey-Gardner","AUS","F"
"Damian Grichting","SUI","M"
"John William Grieb","USA","M"
"Hans Grieder","SUI","M"
"Edwin Grienauer","AUT","M"
"Joachim Griese","FRG","M"
"Thomas Sydney 'Tom' Griffin","ANZ","M"
"Stuart Lane 'Stu' Griffing","USA","M"
"Yolanda Yvette Griffith","USA","F"
"Delorez Florence Griffith Joyner","USA","F"
"William Salterlee 'Bill' Griffiths","GBR","M"
"Cecil Richmond Griffiths","GBR","M"
"Sam Griffiths","AUS","M"
"Anca Grigora ","ROU","F"
"Cristina Elena Grigora","ROU","F"
"Ioan Grigora","ROU","M"
"Andreea Florentina Grigore","ROU","F"
"Claudia Laura Grigorescu ","ROU","F"
"Tatiana Grigorieva","AUS","F"
"Yury Nikolayevich Grigorovsky","URS","M"
"Kirill Akopovich Grigoryan","RUS","M"
"Oleg Georgiyevich Grigoryev","URS","M"
"Vladimir Viktorovich Grigoryev","RUS","M"
"Gabriela Grillo","FRG","F"
"Hollie Louise Grima ","AUS","F"
"Martina Grimaldi","ITA","F"
"Charles Livingstone Grimes","USA","M"
"Martyn Andrew Grimley","GBR","M"
"Alexander Grimm","GER","M"
"Torben Risgaard Grimmel","DEN","M"
"Herman Johan Wilhelm Grimmelmann","DEN","M"
"Mark R. Grimmette","USA","M"
"Kari Aalvik Grimsb","NOR","F"
"Anthon Grimsmo","NOR","M"
"David Allan Grindley","GBR","M"
"Brittney Yevette Griner","USA","F"
"Inka Grings","GER","F"
"Judith Brenda Grinham ","GBR","F"
"Kjersti Elizabeth Grini","NOR","F"
"Lars Grini","NOR","M"
"Sergey Mikhaylovich Grinkov","URS","M"
"Sergey Mikhaylovich Grinkov","RUS","M"
"Anna Sergeyevna Grinyova","RUS","F"
"Albert Jean Martin Grisar","BEL","M"
"Alla Vladimirovna Grishchenkova","URS","F"
"Oksana Vladimirovna 'Pasha' Grishchuk","RUS","F"
"Aleksey Gennadyevich Grishin","BLR","M"
"Anatoly Kuzmich Grishin","URS","M"
"Boris Dmitriyevich Grishin","URS","M"
"Yevgeny Borisovich Grishin","URS","M"
"Yevgeny Romanovich Grishin","URS","M"
"Anastasiya Nikolayevna Grishina","RUS","F"
"Oksana Yuryevna Grishina","RUS","F"
"Mindaugas Grikonis","LTU","M"
"Eugne Franois Grisot","FRA","M"
"Eduard Vyacheslavovich Gritsun","RUS","M"
"Igor Anatolyevich Grivennikov","URS","M"
"Vasile Groap","ROU","M"
"Jakob Grob","SUI","M"
"Wilfried Grbner","GDR","M"
"Patrick Groc","FRA","M"
"Hans Grodotzki","GER","M"
"Renate Titzia Groenewold","NED","F"
"Zdenk Groessl","TCH","M"
"dn Grf","HUN","M"
"James David 'Jim' Grogan","USA","M"
"Patrick Grogan","USA","M"
"Tim Grohmann","GER","M"
"Hindrik Harmannus Arnoldus 'Henk' Grol","NED","M"
"Herman Charles Groman","USA","M"
"Lyudmila Pavlovna Gromova","URS","F"
"Mariya Igorevna Gromova","RUS","F"
"Rolf Axel Einar Grnberg","SWE","M"
"Andreas Gustaf Grnberger","SWE","M"
"Kelpo Olavi Grndahl","FIN","M"
"Robert Grondelaers","BEL","M"
"Bernd Grne","FRG","M"
"Peter Grning","GER","M"
"Jouni Johannes Grnman","FIN","M"
"Tuomas Oskar Grnman","FIN","M"
"Andrzej Jerzy Gronowicz","POL","M"
"Bernardus 'Ber' Groosjohan","NED","M"
"Chantal Groot","NED","F"
"Stefan Groothuis","NED","M"
"Manuela Gro ","GDR","F"
"Marcus Gro","GER","M"
"Michael Gro","FRG","M"
"Piero Gros","ITA","M"
"Ricco Gro","GER","M"
"Yevgeny Nikolayevich Groshev","URS","M"
"Yelena Nikolayevna Grosheva ","RUS","F"
"Gyula Grosics","HUN","M"
"Edgar Alain Grospiron","FRA","M"
"Edwin T. 'Ed' Gross","USA","M"
"Oreste Grossi","ITA","M"
"William Percy Grosvenor","GBR","M"
"Kurt David Grote","USA","M"
"Gisela Grothaus","FRG","F"
"Demetrios Grous","GRE","M"
"Alan Geoffrey Grover","AUS","M"
"Kristina Nicole Groves","CAN","F"
"Madeline Groves","AUS","F"
"Alexander John 'Alex' Groza","USA","M"
"Mariya Zdravkova Grozdeva ","BUL","F"
"Svetlana Khristoforovna Grozdova ","URS","F"
"Frederick Henry 'Freddie' Grubb","GBR","M"
"Timothy John 'Tim' Grubb","GBR","M"
"Bernhard Gruber","AUT","M"
"Herbert Gruber","AUT","M"
"Michael Gruber","AUT","M"
"Luka Grubor","GBR","M"
"Sylwia Gruchaa","POL","F"
"Sandrine Gruda","FRA","F"
"Yelena Aleksandrovna Grudneva","EUN","F"
"Jzef Grudzie","POL","M"
"Hans Gruhne","GER","M"
"Gheorghe Gruia","ROU","M"
"mile Grumiaux","FRA","M"
"Gauthier Grumier","FRA","M"
"Andreas 'Andi' Grnenfelder","SUI","M"
"Klaus Gruner","GDR","M"
"Martina Grunert ","GDR","F"
"Ernest 'Ernie' Grunfeld","USA","M"
"Emil Grnig","SUI","M"
"Klaus-Jrgen Grnke","GDR","M"
"Mario Gruppioni","ITA","M"
"Vitalie Gruac","MDA","M"
"William Oscar Guernesey 'Wille' Grut","SWE","M"
"Alfred Grtter","SUI","M"
"Stefan Grtzner","GDR","M"
"Stoyanka Gruycheva-Kurbatova","BUL","F"
"David Mills 'Dave' Grylls","USA","M"
"Ioannis Grypaios","GRE","M"
"Jzef Grzesiak","POL","M"
"Maja Corina Grnbek","DEN","F"
"Christian Grnborg","DEN","M"
"Sverre Grner","NOR","M"
"Harald Grnningen","NOR","M"
"Audun Grnvold","NOR","M"
"Roar Grnvold","NOR","M"
"Johan Hagbart Pedersen Grttumsbraaten","NOR","M"
"Peter Gschnitzer","ITA","M"
"Bernhard Gstrein","AUT","M"
"Gu Beibei","CHN","F"
"Gu Bon-Gil","KOR","M"
"Gu Dae-Seong","KOR","M"
"Gu Ja-Cheol","KOR","M"
"Gu Jun","CHN","F"
"Gu Xiao","CHN","F"
"Gu Xiaoli","CHN","F"
"Gu Yong-Jo","PRK","M"
"Guan Weizhen","CHN","F"
"Gioacchino Guaragna","ITA","M"
"Jorge Guardiola Hay","ESP","M"
"Josep Guardiola Sala","ESP","M"
"Lucie Guay","CAN","F"
"Ivan Gubijan","YUG","M"
"Gyrgy Guczoghy","HUN","M"
"Leo Gudas","TCH","M"
"Franziska Gude ","GER","F"
"Bruno Gudelj","CRO","M"
"Marcia Gudereit ","CAN","F"
"Tatiana 'Tania' Guderzo","ITA","F"
"Lyudmila Vasilyevna Gudz ","EUN","F"
"Daina Gudzineviit","LTU","F"
"Raoul Pierre Gueguen","FRA","M"
"Christophe Ren Marcel Gunot","FRA","M"
"Steeve Franois Fabien Gunot","FRA","M"
"Anthonij Johannes Gupin","NED","M"
"Steve Guerdat","SUI","M"
"Michelle Guerette","USA","F"
"William Robert 'Bill' Guerin","USA","M"
"Henri Gurin","FRA","M"
"Evandro Motta Guerra","BRA","M"
"Patricia Guerra Cabrera","ESP","F"
"Pietro Paolo Guerra","ITA","M"
"Belem Guerrero Mndez","MEX","F"
"Eduardo Guerrero","ARG","M"
"Andr Onsime Gaston Guerrier","FRA","M"
"Giancarlo Guerrini","ITA","M"
"David Guest","AUS","M"
"Frederick Edward 'Freddie' Guest","GBR","M"
"Irene May Guest ","USA","F"
"John Schofield 'Jack' Guest","CAN","M"
"Ana Gabriela Guevara Espinoza","MEX","F"
"Henri Napolon Marie Maurice Gufflet","FRA","M"
"Robert Gufflet","FRA","M"
"Edith Gufler","ITA","F"
"Savino Guglielmetti","ITA","M"
"Ronaldo Guiaro","BRA","M"
"Brigitte Guibal","FRA","F"
"Rianne Dorian Guichelaar","NED","F"
"Pierre Guichot","FRA","M"
"Carlette Denise Guidry-White ","USA","F"
"Michal Yves Robert Guigou","FRA","M"
"Lucien Guiguet","FRA","M"
"Rafael Guijosa Castillo","ESP","M"
"Leandro Marques Guilheiro","BRA","M"
"Guy Ren Jacques Guillabert","FRA","M"
"Sylvain Guillaume","FRA","M"
"Joseph Guillemot","FRA","M"
"Mario Omar Guilloti Gonzlez","ARG","M"
"Fernand Guillou","FRA","M"
"Jonathan Guilmette","CAN","M"
"Henrique Carlos Serra Azul Guimares","BRA","M"
"Humphrey Patrick Guinness","GBR","M"
"Heather Seymour 'Judy' Guinness Penn-Hughes ","GBR","F"
"Charles Guiraist","FRA","M"
"Jacques Flix Jean 'Jean-Jacques' Guissart","FRA","M"
"Ren Jacques Guissart","FRA","M"
"Jacques 'Jack' Guittet","FRA","M"
"George Julius Gulack","USA","M"
"Mria Gulcsy ","HUN","F"
"Ingrid Gulbin-Engel-Krmer","GER","F"
"Per Ziegler Gulbrandsen","NOR","M"
"Ragnhild ren Gulbrandsen","NOR","F"
"Solveig Ingersdatter Gulbrandsen ","NOR","F"
"Wolfgang Gldenpfennig","GDR","M"
"Zafar Safar ogly Guliyev","RUS","M"
"Alejandra Laura Gulla","ARG","F"
"Gary Gullock","AUS","M"
"Krista Guloien","CAN","F"
"Erzsbet Gulys-Kteles","HUN","F"
"Nikolay Alekseyevich Gulyayev","URS","M"
"Vadim Vladimirovich Gulyayev","URS","M"
"Leonard Max Gumpel","SWE","M"
"Rudy Gunawan","INA","M"
"Tony Gunawan","INA","M"
"Saida Gunba ","URS","F"
"Stoyan Gunchev","BUL","M"
"Vladimir Ilyich Gundartsev","URS","M"
"Jacob Gundersen","NOR","M"
"Trude Gundersen ","NOR","F"
"Roland Gune","ROU","M"
"Hasan Gngr","TUR","M"
"Wolfgang Gunkel","GDR","M"
"Adam Beattie Gunn","USA","M"
"Chanda Leigh Gunn","USA","F"
"Charles Edward James 'Charlie' Gunn","GBR","M"
"Richard Kenneth Gunn","GBR","M"
"Sven Evert Gunnarsson","SWE","M"
"Martin Ingemar Gunnarsson","USA","M"
"Rbert Gunnarsson","ISL","M"
"Sally Jane Janet Gunnell ","GBR","F"
"Stig-Arne Gunnestad","NOR","M"
"Pieter Adriaan 'Piet' Gunning","NED","M"
"Fritz 'Itze' Gunst","GER","M"
"Thomas Gunst","FRG","M"
"Jakob 'Jack' Gnthard","SUI","M"
"Rudolf Gnthardt","SUI","M"
"Dettlef Gnther","GDR","M"
"Johann Wilhelm Paul Gnther","GER","M"
"Roland Gnther","FRG","M"
"Sarah Gnther","GER","F"
"Werner Gnthr","SUI","M"
"Guo Dan","CHN","F"
"Guo Jingjing","CHN","F"
"Guo Li","CHN","F"
"Guo Linyao","CHN","M"
"Guo Shuang","CHN","F"
"Guo Wei","CHN","M"
"Guo Weiyang","CHN","M"
"Guo Wenjun","CHN","F"
"Guo Xinxin","CHN","F"
"Guo Yue","CHN","F"
"Lorena Gurndez Garca","ESP","F"
"Boris Maksovich Gurevich","URS","M"
"Gyrgy Gurics","HUN","M"
"Hilda Carolyn Gurney","USA","F"
"Jzsef Gurovits","HUN","M"
"Milko urovski","YUG","M"
"Donna-Marie Gurr","CAN","F"
"Yelena Ilyinichna Guryeva","URS","F"
"Aleksey Mikhaylovich Guryshev","URS","M"
"Nikolay Nikolayevich Gusakov","URS","M"
"Mariya Ivanovna Gusakova ","URS","F"
"Aleksey Vasilyevich Gusarov","URS","M"
"Aleksey Vasilyevich Gusarov","RUS","M"
"Ilona Maria Gusenbauer ","AUT","F"
"Aleksandr Petrovich Gusev","URS","M"
"Aleksandr Vladimirovich Gusev","URS","M"
"Sergey Gusev","URS","M"
"Elina Aleksandrovna Guseva","URS","F"
"Elina Aleksandrovna Guseva","EUN","F"
"Klara Ivanovna Guseva-Nesterova","URS","F"
"Aleksey Petrovich Gushchin","URS","M"
"Eduard Viktorovich Gushchin","URS","M"
"Yuliya Aleksandrovna Gushchina","RUS","F"
"Koji Gushiken","JPN","M"
"Bradley Raymond 'Brad' Gushue","CAN","M"
"Reinhard Gust","GDR","M"
"Karin Elisabet Gustafson ","SWE","F"
"Sven Tomas Gustafson","SWE","M"
"Johan Gustaf Anton Gustafsson","SWE","M"
"Per August Gustafsson","SWE","M"
"Bo Henning Gustafsson","SWE","M"
"Bror Helge Gustafsson","SWE","M"
"Johan August 'Janne' Gustafsson","SWE","M"
"Mattias Oskar Gustafsson","SWE","M"
"Tina Isabel Gustafsson","SWE","F"
"Toini Gustafsson ","SWE","F"
"Gustavo Endres","BRA","M"
"Linda Lee Gustavson ","USA","F"
"Bengt Olov Emanuel Gustavsson","SWE","M"
"Bjrgvin Pll Gustavsson","ISL","M"
"Bridgette Marie Gusterson ","AUS","F"
"Diana Vladimirovna Gustilina","RUS","F"
"Gerhard Gustmann","GER","M"
"Lara Gut","SUI","F"
"Zbigniew Gut","POL","M"
"Karin Guthke ","GDR","F"
"Jorge Gutirrez Espinosa","CUB","M"
"Juan Pedro Gutirrez Llanas","ARG","M"
"Leonardo Martn Gutirrez","ARG","M"
"Robert Allen 'Bob' Gutowski","USA","M"
"Torsten Ren Gutsche","GER","M"
"Albert Lovejoy Gutterson","USA","M"
"August Gttinger","SUI","M"
"Kroly Gttler","HUN","M"
"Jean Gutweniger","SUI","M"
"Fabrice Jean-Marie Guy","FRA","M"
"James George Guy","GBR","M"
"Brice Emmanuel Guyart","FRA","M"
"Jean-Jacques Guyon","FRA","M"
"Ren Guyot","BEL","M"
"Elisabeta Guzganu-Tufan","ROU","F"
"Patrick 'Patsy' Guzzo","CAN","M"
"Snorri Steinn Gujnsson","ISL","M"
"Hreiar Lev Gumundsson","ISL","M"
"Nodar Gvakharia","URS","M"
"Davit Gvantseladze","URS","M"
"Gwak Dae-Seong","KOR","M"
"Gwak Dong-Han","KOR","M"
"Gwak Yun-Gi","KOR","M"
"Gwon Chang-Suk","KOR","F"
"Gwon Hyeok","KOR","M"
"Gwon Su-Hyeon","KOR","F"
"Horace 'Lefty' Gwynne","CAN","M"
"Andrea Gyarmati ","HUN","F"
"Dezs Gyarmati","HUN","M"
"Olga Gyarmati ","HUN","F"
"Valria Gyenge ","HUN","F"
"George Frederick Gyles","CAN","M"
"Jane Hilda Charlotta Gylling ","SWE","F"
"Kate Gynther","AUS","F"
"Mikhail Asenov Gyonin","BUL","M"
"Endre Gyrfi ","HUN","M"
"Mario-Elio Gyr","SUI","M"
"Willy Gysi","SUI","M"
"Ileana Gyulai-Drmb-Jenei","ROU","F"
"Zsolt Gyulay","HUN","M"
"Jzsef Gyuricza","HUN","M"
"Ginka Gyurova","BUL","F"
"Krasimira Gyurova","BUL","F"
"Dniel Gyurta","HUN","M"
"Kazimierz Aleksander Gzowski","POL","M"
"Ha Hyeong-Ju","KOR","M"
"Ha Tae-Gwon","KOR","M"
"Kathrin Haacker","GDR","F"
"Kathrin Haacker","GER","F"
"Anna Margret Haag ","SWE","F"
"Theodor 'Theo' Haag","GER","M"
"Karl Johan Haagensen","NOR","M"
"Christl Haas","AUT","F"
"Ernst Haas","SUI","M"
"Hans Haas","AUT","M"
"Josef Haas","SUI","M"
"Karl-Friedrich Haas","GER","M"
"Thomas Mario 'Tommy' Haas","GER","M"
"Francis Townley Haas","USA","M"
"Gnther Haase","GER","M"
"Helga Haase ","GER","F"
"Mandy Haase","GER","F"
"Arvo Jaakko Haavisto","FIN","M"
"Bruno Habrovs","URS","M"
"Vladimr Haber","TCH","M"
"Charles Haberkorn","USA","M"
"Heiko Habermann","GDR","M"
"Emam Ali Habibi Goudarzi","IRI","M"
"Florencia Martina Habif","ARG","F"
"Gianna Habltzel-Brki","SUI","F"
"Marcel Hacker","GER","M"
"Robert William 'Bobby' Hackett Jr.","USA","M"
"Grant George Hackett","AUS","M"
"Georg Hackl","FRG","M"
"Georg Hackl","GER","M"
"Vanda Maria Hdrean","ROU","F"
"Soraya Haddad","ALG","F"
"Ehsan Haddadi","IRI","M"
"Annette Hadding","GER","F"
"Darcy Clarence Hadfield","NZL","M"
"Michael Florian Hadschieff","AUT","M"
"Sabit Hadi","YUG","M"
"Aim Joseph Haegeman","BEL","M"
"Harold H. 'Hal' Haenel","USA","M"
"Toby Christian Haenen","AUS","M"
"Albert Haepers","BEL","M"
"Ann Haesebrouck","BEL","F"
"Dirk Hafemeister","FRG","M"
"Kai Hfner","GER","M"
"Reinhard Hfner","GDR","M"
"Ryunosuke Haga","JPN","M"
"Roman Hagara","AUT","M"
"Carl Oliver Ruud Hagelin","SWE","M"
"Gustaf Wilhelm Hagelin","SWE","M"
"Andreas Hagelund ","NOR","M"
"Birgit Hagen ","FRG","F"
"Erich Walter Hagen","GER","M"
"Harald Wilhelm Karl Hagen Jr.","NOR","M"
"Horst Hagen","GDR","M"
"Oddbjrn Hagen","NOR","M"
"Olav Ingvaldsen Hagen","NOR","M"
"Thoralf Hagen","NOR","M"
"Eva Hagenbumer ","GER","F"
"ke Simon Hger","SWE","M"
"Axel Hager","GER","M"
"Marcus William 'Mark' Hager","AUS","M"
"Jamie Hagerman","USA","F"
"Joseph 'Joey' Hagerty","USA","M"
"James 'Jim' Haggarty","CAN","M"
"Johan Artur Hggblad","SWE","M"
"Hans Lennart Hggroth","SWE","M"
"Kosuke Hagino","JPN","M"
"Inger Anna Maria Haglund","SWE","F"
"Niklas Hagman","FIN","M"
"Fritz Hagmann","SUI","M"
"Johanna Hagn","GER","F"
"Ernst Gte Hagstrm","SWE","M"
"Charles Archibald 'Archie' Hahn","USA","M"
"Birgit Hahn","FRG","F"
"Norbert Hahn","GDR","M"
"Lisa Hahn-Altenburg","GER","F"
"Gerhard Haidacher","AUT","M"
"Cecil Henry Haig","GBR","M"
"Juliette Anne Haigh","NZL","F"
"Robert Irwin Haigh","AUS","M"
"Robert Bentley 'Robbie' Haines Jr.","USA","M"
"Max Otto Hainle","GER","M"
"Pemysl Hain","TCH","M"
"Nicole Lee Haislett ","USA","F"
"Paul William Hait","USA","M"
"Laszlo Erik Hajas","SWE","M"
"Andreas Hajek","GER","M"
"Jiina Hjkov","TCH","F"
"Alfrd  Hajs ","HUN","M"
"Henrik Hajs ","HUN","M"
"Jens Madsen Hajslund","DEN","M"
"Bertalan Hajts","HUN","M"
"Ulla Margareta Mileva Hkansson ","SWE","F"
"Biurakn Hakhverdian","NED","F"
"Henri Hkkinen","FIN","M"
"Aika Hakoyama","JPN","F"
"Veikko Johannes Hakulinen","FIN","M"
"Stephen Michael 'Steve' Halaiko","USA","M"
"Olivr Halassy ","HUN","M"
"Gyula Halasy","HUN","M"
"Murray Gordon Halberg","NZL","M"
"Ruth Halbsguth ","GER","F"
"Joseph Alfred Lon Halcet","FRA","M"
"Donald Stanley 'Don' Haldeman","USA","M"
"Wallace Edwin 'Wally' Halder","CAN","M"
"Harold 'Slim' Halderson","CAN","M"
"Burdette Eliele 'Burdie' Haldorson","USA","M"
"Half Moon","CAN","M"
"Helge Halkjr","DEN","M"
"Arman Hall","USA","M"
"Darnell Kenneth Hall","USA","M"
"David Connolly 'Dave' Hall","USA","M"
"Dennis William Hall","USA","M"
"Ervin Henry 'Erv' Hall","USA","M"
"Evelyne Ruth Hall ","USA","F"
"Frank Hall","USA","M"
"Gary Wayne Hall Sr.","USA","M"
"Kaye Marie Hall ","USA","F"
"Lars Gran Ivar Hall","SWE","M"
"Samuel Wesley 'Sam' Hall","USA","M"
"Alexander Noble 'Sandy' Hall","CAN","M"
"Thomas Hall","CAN","M"
"Winslow William Hall","USA","M"
"Gary Wayne Hall Jr.","USA","M"
"Geoffrey Norman Edward Hall-Say","GBR","M"
"Ian Hallam","GBR","M"
"Steven Leslie Hallard","GBR","M"
"Ernst Johan Emanuel Hallberg","SWE","M"
"Frank Bee Haller","USA","M"
"sgeir rn Hallgrmsson","ISL","M"
"James 'Jim' Halliday","GBR","M"
"Gerard Hallock III","USA","M"
"Jeanne Courtney Hallock ","USA","F"
"Norman Frederick Hallows","GBR","M"
"Gyz Halmos ","HUN","M"
"Kalle Niilo Ponteva Halonen","FIN","M"
"William Halpenny","CAN","M"
"Robert Sherman 'Bob' Halperin","USA","M"
"Arne Halse","NOR","M"
"Nellie Halstead","GBR","F"
"Wyndham Halswelle","GBR","M"
"Trine Haltvik","NOR","F"
"Joachim Halupczok","POL","M"
"Jan Ivar Halvarsson","SWE","M"
"Harald Halvorsen","NOR","M"
"Keiko Hama","JPN","F"
"Shunkichi Hamada","JPN","M"
"Kyoko Hamaguchi","JPN","F"
"Yoshihiro Hamaguchi","JPN","M"
"Vesa Erik Hmlinen","FIN","M"
"Kalevi Nikolai Hmlinen","FIN","M"
"Pentti Olavi Hmlinen","FIN","M"
"Conny Hamann-Boeriths","DEN","F"
"Helmut Hamann","GER","M"
"Davit Hambardzumyan","URS","M"
"Sharon Hambrook ","CAN","F"
"Fabian Hambchen","GER","M"
"Ren Nicolas Adrien Hamel","FRA","M"
"Werner Hans Fritz Hamel","GER","M"
"Charles Hamelin","CAN","M"
"Franois Hamelin","CAN","M"
"Daniel 'Dan' Hamhuis","CAN","M"
"Abdul Hamid","PAK","M"
"Khalid Hamid","PAK","M"
"Dorothy Stuart Hamill ","USA","F"
"Brutus Kerr Hamilton","USA","M"
"Claire Hamilton","GBR","F"
"Douglas 'Doug' Hamilton","CAN","M"
"Ernest Samuel 'Ernie' Hamilton","CAN","M"
"William Franklin 'Frank' Hamilton","USA","M"
"Graham Hamilton","AUS","M"
"James 'Jamie' Hamilton","GBR","M"
"Kyle Hamilton","CAN","M"
"Letitia Marion Hamilton","IRL","F"
"Scott Scovell Hamilton","USA","M"
"Erin Mullady Hamlin","USA","F"
"Frederick George Hamlin","GBR","M"
"Edward Barton 'Ed' Hamm","USA","M"
"Mariel Margaret 'Mia' Hamm ","USA","F"
"Morgan Carl Hamm","USA","M"
"Paul Elbert Hamm","USA","M"
"Abderrahmane Hammad Zaheer","ALG","M"
"Ferenc Hammang","HUN","M"
"Karl Adolf Clarence Hammar","SWE","M"
"Pauline Louisa Hammarlund","SWE","F"
"Sarah Kathryn Hammer ","USA","F"
"Hubert Hammerer","AUT","M"
